New Line No. ,New line no.,Current System Organ Class (SOC) Term,Current SOC Key,Current High Level Term (HLT),Current HLT Key,Current Preferred Term (PT),Current PT Key,Current Low Level Term (LLT),Current LLT Key,Current Term Type
2302,504407,Skin and appendages disorders,18,Bird skin disorders,3124,Feather loss,3125,Feather loss,3126,A
2303,401919,Skin and appendages disorders,18,Claw / hoof / nail disorders,160,Claw / hoof / nail disorder NOS,891,Claw / hoof / nail disorder NOS,1919,C
2304,401185,Skin and appendages disorders,18,Claw / hoof / nail disorders,160,Claw / hoof / nail loss,652,Claw / hoof / nail loss,1185,C
2305,400894,Skin and appendages disorders,18,Congenital skin disorders,141,Congenital skin disorder NOS,538,Congenital skin disorder NOS,894,C
2306,400895,Skin and appendages disorders,18,Cornification and elastic tissue disorders,142,Cornification and elastic tissue disorder NOS,539,Cornification and elastic tissue disorder NOS,895,C
2307,401186,Skin and appendages disorders,18,Cornification and elastic tissue disorders,142,Delayed cicatrisation,653,Delayed cicatrisation,1186,C
2308,400896,Skin and appendages disorders,18,Cornification and elastic tissue disorders,142,Hyperkeratosis,540,Hyperkeratosis,896,C
2309,401347,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Blistering (see also Application site SOC),1347,C
2310,400925,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Bullae,925,C
2311,401362,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Bullous dermatitis,1362,C
2312,401363,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Bullous disorder NOS,1363,C
2313,401364,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Bullous eruption,1364,C
2314,401197,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Erythema multiforme,1197,C
2315,401848,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Toxic epidermal necrolysis,1848,C
2316,401866,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Vesicle,1866,C
2317,401867,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Bullous disorder,728,Vesicular rash,1867,C
2318,400926,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Burn,562,Burn,926,C
2319,400928,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Burn,562,Chemical burn,928,C
2320,402262,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal mass,975,Dermal mass,2262,C
2321,402780,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal mass,975,Dermal nodule,2780,C
2322,401191,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal mass,975,Skin lump,1191,C
2323,400930,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal thickening,564,Dermal thickening,930,C
2324,402037,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal thickening,564,Lichenification,2037,C
2325,402986,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal thickening,564,Skin hyperplasia,2986,C
2326,504408,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermal thickening,564,Skin induration,3127,C
2327,401303,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Allergic dermatitis,1303,C
2328,401354,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Blotchy rash,1354,C
2329,401396,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Contact dermatitis,1396,C
2330,401189,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Crust,1189,C
2331,400932,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Dermatitis,932,C
2332,400934,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Eczema,934,C
2333,401190,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Eruption,1190,C
2334,401450,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Exacerbated eczema,1450,C
2335,401465,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Facial rash (For urticaria see Immune SOC),1465,C
2336,401493,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Generalised rash,1493,C
2337,401494,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Generalised red spot,1494,C
2338,401495,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Generalised skin reaction,1495,C
2339,401537,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Infected eczema,1537,C
2340,401563,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Itchy rash,1563,C
2341,401584,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Localised rash,1584,C
2342,401585,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Localised skin reaction,1585,C
2343,401599,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Macular rash,1599,C
2344,401600,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Maculo-papular rash,1600,C
2345,402261,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Miliary dermatitis,2261,C
2346,400937,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Moist dermatitis,937,C
2347,400931,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Moist eczema,931,C
2348,401673,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Papular rash,1673,C
2349,400953,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Papule,953,C
2350,402495,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Perivascular dermatitis,2495,C
2351,400935,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Pimples,935,C
2352,401192,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Pododermatitis,1192,C
2353,401709,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Pruritic rash,1709,C
2354,401715,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Pustular skin eruption,1715,C
2355,400938,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Pustules,938,C
2356,400939,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Rash,939,C
2357,401759,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Skin inflammation NOS,1759,C
2358,402876,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Skin reaction NOS,2876,C
2359,402494,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Suppurative dermatitis,2494,C
2360,400936,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Dermatitis and eczema,938,Ulcerative dermatitis,936,C
2361,400942,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Desquamation,942,C
2362,401474,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Flaking skin,1474,C
2363,504409,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Generalised skin slough,943,C
2364,400944,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Local skin slough,3128,C
2365,401196,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Peeling skin,944,C
2366,401735,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Scale,1196,C
2367,400943,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Desquamation,568,Scaly condition NOS,1735,C
2368,400948,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Erythema (for urticaria see Immune SOC),948,C
2369,401449,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Erythematous rash,1449,C
2370,504410,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Local erythema,3129,C
2371,401655,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Oedematous erythema,1655,C
2373,400946,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Reddening of the skin,946,C
2374,400947,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Rubra,947,C
2375,400949,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Skin hyperaemia,949,C
2376,402398,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythema,570,Skin warmth,2398,C
2377,401448,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythemato-squamous condition,761,Erythemato-squamous condition,1448,C
2378,401710,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Erythemato-squamous condition,761,Psoriasis,1710,C
2379,400955,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Photosensitivity,576,Photosensitivity,955,C
2380,400956,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Photosensitivity,576,Photosensitization,956,C
2381,400957,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Photosensitivity,576,Sunburn,957,C
2382,402608,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Biting - pruritus (see also Behavioural disorders),2608,C
2383,402618,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Chewing - pruritus (see also Oral cavity disorders),2618,C
2384,401198,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Excoriation,1198,C
2385,402877,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Facial pruritus,2877,C
2386,401492,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Generalised itching,1492,C
2387,400958,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Itching,958,C
2388,401145,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Itchy skin,1145,C
2389,401997,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Licking,1997,A
2390,401582,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Localised itching,1582,C
2391,400960,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Pruritus,960,C
2392,402496,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Rubbing,2496,A
2393,400959,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Scratching,959,C
2394,400125,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Self trauma,125,C
2395,401760,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Pruritus,577,Skin irritation,1760,C
2396,401374,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Chapped skin,1374,C
2397,402541,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Creased skin,2541,C
2398,402079,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Cutaneous calcinosis,2079,C
2399,401998,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Dry skin,1998,C
2400,401428,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Skin dryness,1428,C
2401,401832,Skin and appendages disorders,18,Epidermal and dermal disorders,237,Skin textural change,864,Skin textural change,1832,C
2402,400897,Skin and appendages disorders,18,Fish skin disorders,143,Fish skin disorder,541,Fish skin disorder,897,A
2403,401309,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Alopecia,1309,C
2404,400898,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Alopecia general,898,C
2405,400900,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Alopecia local,900,C
2406,401310,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Alopecia NOS,1310,C
2407,401490,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,General hair loss,1490,C
2408,401507,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Hair loss NOS,1507,C
2409,401971,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Hair shedding,1971,C
2410,401581,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Alopecia,708,Localised hair loss,1581,C
2411,400929,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Dermal cyst(s),563,Dermal cyst(s),929,C
2412,401995,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Dry coat,545,Dry coat,1995,A
2413,400905,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Folliculitis,546,Acne,905,C
2414,402382,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Folliculitis,546,Comedo/blackhead,2382,C
2415,402543,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Folliculitis,546,Follicular casts,2543,C
2416,400904,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Folliculitis,546,Folliculitis,904,C
2417,401506,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Hair change,771,Hair change,1506,C
2418,401508,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Hair change,771,Hair modification NOS,1508,C
2419,402180,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Hair change,771,Hypertrichosis,2180,C
2420,402586,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Hair change,771,Lack of hair regrowth,2586,C
2421,402542,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Hair change,771,Salivary staining,2542,A
2422,400908,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Malodour,549,Malodour,908,C
2423,400909,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Piloerection,550,Hair standing on end,909,C
2424,400910,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Piloerection,550,Piloerection,910,C
2425,400912,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Seborrhoea,551,Greasy skin,912,C
2426,400911,Skin and appendages disorders,18,Hair follicle and sebaceous gland disorders,144,Seborrhoea,551,Seborrhoea,911,C
2427,402882,Skin and appendages disorders,18,Loss of appendage,280,Loss of appendage,1190,Loss of appendage,2882,C
2428,401632,Skin and appendages disorders,18,Nail disorders,218,Nail discolouration,807,Nail discolouration,1632,C
2429,402177,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Depigmentation of nasal plane,2177,C
2430,401187,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Hair coat discolouration,1187,A
2431,400913,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Hyperpigmentation,913,C
2432,400915,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Hypopigmentation,915,C
2433,400914,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Melanosis,914,C
2434,401188,Skin and appendages disorders,18,Pigmentation disorders,145,Pigmentation disorder,552,Pigmentation disorder,1188,C
2435,400951,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Panniculitis,572,Panniculitis,951,C
2436,402878,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Polyp,1189,Polyp,2878,C
2437,401202,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin emphysema,655,Cutaneous emphysema,1202,C
2438,401201,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin emphysema,655,Skin emphysema,1201,C
2439,401360,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin haemorrhage,848,Bruising,1360,C
2440,402038,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin haemorrhage,848,Ecchymosis,2038,C
2441,401714,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin haemorrhage,848,Purpura,1714,C
2442,401757,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin haemorrhage,848,Skin haematoma,1757,C
2443,402748,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin haemorrhage,848,Skin haemorrhage NOS,2748,C
2444,401203,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin necrosis,583,Cutaneous necrosis,1203,C
2445,402085,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin necrosis,583,Gangrene,2085,C
2446,402086,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin necrosis,583,Gaseous gangrene,2086,C
2447,402890,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin necrosis,583,Necrotic wound,2890,C
2448,400967,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin necrosis,583,Skin necrosis,967,C
2449,400970,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Cellulitis,970,C
2450,401204,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Cutaneous oedema,1204,C
2451,402779,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Interdigital oedema,2779,C
2452,402491,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Juvenile cellulitis (puppy strangles),2491,A
2453,400968,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Skin oedema,968,C
2454,400969,Skin and appendages disorders,18,Skin and subcutaneous tissue disorders,238,Skin oedema,584,Skin swelling,969,C
2455,401338,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Bacterial skin infection NOS,1338,C
2456,401355,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Boil,1355,C
2457,402263,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Epidermal collarette,2263,C
2458,401485,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Furuncle,1485,C
2459,401486,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Furunculosis,1486,C
2460,401200,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Hot spot (pyotraumatic dermatitis),1200,C
2461,401274,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Impetigo,1274,C
2462,401682,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Paronychia,1682,C
2463,401696,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Pimple,1696,C
2464,401193,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Purulent lesion(s),1193,C
2465,400961,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Pyoderma,961,C
2466,401742,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Septic spot,1742,C
2467,401754,Skin and appendages disorders,18,Skin and tissue infections,225,Bacterial skin infection,725,Skin abscess,1754,C
2468,400940,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Dermatomycosis,940,C
2469,401406,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Dermatophytosis,1406,C
2470,401275,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Fungal paronychia,1275,C
2471,401484,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Fungal skin infection NOS,1484,C
2472,401733,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Ringworm,1733,C
2473,401840,Skin and appendages disorders,18,Skin and tissue infections,225,Fungal skin infection,765,Tinea NOS,1840,C
2474,401755,Skin and appendages disorders,18,Skin and tissue infections,225,Skin and tissue infection NOS,846,Skin and tissue infection NOS,1755,C
2478,402879,Skin and appendages disorders,18,Skin and tissue infections,225,Viral skin infection,872,Myxomatosis,2879,C
2479,401661,Skin and appendages disorders,18,Skin and tissue infections,225,Viral skin infection,872,Orf,1661,C
2481,401869,Skin and appendages disorders,18,Skin and tissue infections,225,Viral skin infection,872,Viral skin infection NOS,1869,C
2482,400945,Skin and appendages disorders,18,Skin disorders NOS,239,Granuloma,571,Granuloma,950,C
2483,401920,Skin and appendages disorders,18,Skin disorders NOS,239,Granuloma,571,Lick granuloma,2264,A
2484,401194,Skin and appendages disorders,18,Skin disorders NOS,239,Hygroma,993,Hygroma,2493,A
2485,400950,Skin and appendages disorders,18,Skin disorders NOS,239,Seroma,579,Seroma,963,C
2486,402264,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Bumps on skin,2987,C
2487,402493,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Cyanotic spots/blotchy skin,2497,C
2488,400963,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Dermal plaque,2781,C
2489,402987,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Dermatosis NOS,941,C
2490,402497,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Footpad disorder NOS,2880,A
2491,402781,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Skin discolouration NOS,2881,C
2492,400941,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Skin disorders NOS,1756,C
2493,402880,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Skin scab,2179,C
2494,402881,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Skin sore,962,C
2495,401756,Skin and appendages disorders,18,Skin disorders NOS,239,Skin disorders NOS,847,Skin thinning,2181,C
2496,402179,Skin and appendages disorders,18,Skin disorders NOS,239,Skin lesion NOS,582,Scar,2544,C
2497,400962,Skin and appendages disorders,18,Skin disorders NOS,239,Skin lesion NOS,582,Skin lesion NOS,966,C
2498,402181,Skin and appendages disorders,18,Skin disorders NOS,239,Skin ulceration,943,Erosion,945,C
2499,402544,Skin and appendages disorders,18,Skin disorders NOS,239,Skin ulceration,943,Mucocutaneous ulcer,1920,C
2500,400966,Skin and appendages disorders,18,Skin disorders NOS,239,Skin ulceration,943,Skin ulcer,1194,C
2501,400973,Skin and appendages disorders,18,Skin vascular disorders,148,Skin vascular disorder NOS,587,Skin vascular disorder NOS,973,C
2502,401316,Skin and appendages disorders,18,Sweating disorders,149,Anhidrosis,712,Anhidrosis,1316,C
2507,401453,Skin and appendages disorders,18,Sweating disorders,149,Hyperhidrosis,588,Excessive sweating,1453,C
2508,401519,Skin and appendages disorders,18,Sweating disorders,149,Hyperhidrosis,588,Heavy sweating,1519,C
2509,400975,Skin and appendages disorders,18,Sweating disorders,149,Hyperhidrosis,588,Hyperhidrosis,975,C
2510,400974,Skin and appendages disorders,18,Sweating disorders,149,Hyperhidrosis,588,Increased sweating,974,C
2512,401206,Skin and appendages disorders,18,Sweating disorders,149,Hyperhidrosis,588,Sudation,1206,C
2513,401517,Skin and appendages disorders,18,Sweating disorders,149,Miliaria,553,Heat rash,1517,C
2514,402746,Skin and appendages disorders,18,Sweating disorders,149,Miliaria,553,Miliaria,2746,C
2515,401708,Skin and appendages disorders,18,Sweating disorders,149,Miliaria,553,Prickly heat,1708,C
2516,402328,Systemic disorders,19,Amyloidosis,275,Liver amyloidosis,1140,Liver amyloidosis,2328,C
2517,402827,Systemic disorders,19,Amyloidosis,275,Renal amyloidosis,1141,Renal amyloidosis,2827,C
2518,400977,Systemic disorders,19,Avian systemic disorders,150,Avian systemic disorder NOS,589,Avian general disorder NOS,977,A
2519,400978,Systemic disorders,19,Avian systemic disorders,150,Avian systemic disorder NOS,589,Avian systemic disorder NOS,978,A
2520,400976,Systemic disorders,19,Avian systemic disorders,150,Avian systemic disorder NOS,589,Unable to fly,976,A
2521,400979,Systemic disorders,19,Avian systemic disorders,150,Dropped wings,590,Dropped wings,979,A
2522,400980,Systemic disorders,19,Avian systemic disorders,150,Ruffled feathers,591,Ruffled feathers,980,A
2523,402731,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bee brood death,2731,A
2524,402732,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bee brood mortality,2732,A
2525,402733,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bee colony death,2733,A
2526,402185,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bee systemic disorder NOS,2185,A
2527,402734,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bee wing deformation,2734,A
2528,402184,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Bees absconding,2184,A
2529,402183,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Brood removal,2183,A
2530,402730,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Decreased egg-laying (bees),2730,A
2531,402735,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Hive weakness,2735,A
2532,402736,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Loss of egg quantity (bees),2736,A
2533,402737,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Queen bee death,2737,A
2534,402738,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Queen bee loss,2738,A
2535,402739,Systemic disorders,19,Bee systemic disorders,241,Bee systemic disorder NOS,960,Queen bee rejection,2739,A
2536,400984,Systemic disorders,19,Death,151,Death,592,Death,984,C
2537,400981,Systemic disorders,19,Death,151,Death,592,Death by euthanasia,981,A
2538,400983,Systemic disorders,19,Death,151,Death,592,Found dead,983,C
2539,402513,Systemic disorders,19,Death,151,Death,592,Increased culls,2513,C
2540,402092,Systemic disorders,19,Death,151,Death,592,Increased mortality rate,2092,A
2541,400982,Systemic disorders,19,Death,151,Death,592,Sudden death,982,C
2542,400985,Systemic disorders,19,Death,151,Death,592,Unexplained death,985,C
2543,402110,Systemic disorders,19,Death,151,Death,592,Unrelated death,2110,C
2544,400986,Systemic disorders,19,Dwarfism,152,Dwarfism,593,Dwarfism,986,C
2545,400989,Systemic disorders,19,Fish systemic disorders,153,Fish body deformity,594,Fish acquired dwarfism,989,A
2546,400987,Systemic disorders,19,Fish systemic disorders,153,Fish body deformity,594,Fish body deformity,987,A
2547,400988,Systemic disorders,19,Fish systemic disorders,153,Fish body deformity,594,Fish malformation,988,A
2548,400990,Systemic disorders,19,Fish systemic disorders,153,Fish body deformity,594,Fish pinhead,990,A
2549,400992,Systemic disorders,19,Fish systemic disorders,153,Fish colour change,595,Fish chromatophage disorder,992,A
2550,400991,Systemic disorders,19,Fish systemic disorders,153,Fish colour change,595,Fish colour change,991,A
2551,400993,Systemic disorders,19,Fish systemic disorders,153,Fish colour change,595,Fish discolouration,993,A
2552,400994,Systemic disorders,19,Fish systemic disorders,153,"Sinking, fish",596,"Sinking, fish",994,A
2553,400995,Systemic disorders,19,Fish systemic disorders,153,"Torpor, fish",597,"Torpor, fish",995,A
2554,402277,Systemic disorders,19,General signs or symptoms,154,Abdominal mass,976,Abdominal mass,2277,C
2555,401132,Systemic disorders,19,General signs or symptoms,154,Abnormal posture NOS,644,Abnormal posture NOS,1132,C
2556,504388,Systemic disorders,19,General signs or symptoms,154,Abnormal posture NOS,644,Abnormal tail posture,3107,A
2557,402633,Systemic disorders,19,General signs or symptoms,154,Abnormal posture NOS,644,Wide-base stance,2633,C
